Element Type,Element Name,Description,Identifier,Data Type
Field,ownerType,The owner type of a metafield to make visible in the Storefront API.,"Type: , Field: ownerType",#<GraphQL::Schema::NonNull:0x0000000106374db0>
Field,updatedAt,"The date and time when the `MetafieldStorefrontVisilibty` record was updated.
","Type: , Field: updatedAt",#<GraphQL::Schema::NonNull:0x0000000106374a40>
Type,,"An auto-generated type for paginating through multiple MetafieldStorefrontVisibilities.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x0000000106a364c8>
Field,nodes,A list of the nodes contained in MetafieldStorefrontVisibilityEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x0000000106373ff0>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001068f6888>
Type,,Return type for `metafieldStorefrontVisibilityCreate` mutation.,Type: ,N/A
Field,metafieldStorefrontVisibility,The `MetafieldStorefrontVisibility` that was created.,"Type: , Field: metafieldStorefrontVisibility",#<Class:0x00000001061f1100>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,Return type for `metafieldStorefrontVisibilityDelete` mutation.,Type: ,N/A
Field,deletedMetafieldStorefrontVisibilityId,The ID of the deleted `MetafieldStorefrontVisibility` record.,"Type: , Field: deletedMetafieldStorefrontVisibilityId",GraphQL::Types::ID
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x00000001068f5e38>
Type,,"An auto-generated type which holds one MetafieldStorefrontVisibility and a cursor during pagination.
",Type: ,N/A
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor",#<GraphQL::Schema::NonNull:0x0000000106372150>
Field,node,The item at the end of MetafieldStorefrontVisibilityEdge.,"Type: , Field: node",#<GraphQL::Schema::NonNull:0x0000000106371d90>
Type,,"The input fields to create a MetafieldStorefrontVisibility record.
",Type: ,N/A
Type,,Possible metafield validation statuses.,Type: ,N/A
Enum Value,ANY,Any validation status (valid or invalid).,"Type: , Enum Value: ANY",N/A
Enum Value,VALID,Valid (according to definition).,"Type: , Enum Value: VALID",N/A
Enum Value,INVALID,Invalid (according to definition).,"Type: , Enum Value: INVALID",N/A
Type,,"Legacy type information for the stored value.
Replaced by `type`.
",Type: ,N/A
Enum Value,STRING,A text field.,"Type: , Enum Value: STRING",N/A
Enum Value,INTEGER,A whole number.,"Type: , Enum Value: INTEGER",N/A
Enum Value,JSON_STRING,A JSON string.,"Type: , Enum Value: JSON_STRING",N/A
Enum Value,BOOLEAN,A `true` or `false` value.,"Type: , Enum Value: BOOLEAN",N/A
Type,,The input fields for a metafield value to set.,Type: ,N/A
Type,,Return type for `metafieldsSet` mutation.,Type: ,N/A
Field,metafields,The list of metafields that were set.,"Type: , Field: metafields",#<GraphQL::Schema::List:0x00000001047db770>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x0000000106a36298>
Type,,An error that occurs during the execution of `MetafieldsSet`.,Type: ,N/A
Field,code,The error code.,"Type: , Field: code",#<Class:0x0000000105afc098>
Field,elementIndex,The index of the array element that's causing the error.,"Type: , Field: elementIndex",GraphQL::Types::Int
Field,field,The path to the input field that caused the error.,"Type: , Field: field",#<GraphQL::Schema::List:0x00000001047d9ba0>
Field,message,The error message.,"Type: , Field: message",#<GraphQL::Schema::NonNull:0x00000001047d9948>
Type,,Possible error codes that can be returned by `MetafieldsSetUserError`.,Type: ,N/A
Enum Value,BLANK,The input value is blank.,"Type: , Enum Value: BLANK",N/A
Enum Value,INCLUSION,The input value isn't included in the list.,"Type: , Enum Value: INCLUSION",N/A
Enum Value,LESS_THAN_OR_EQUAL_TO,The input value should be less than or equal to the maximum value allowed.,"Type: , Enum Value: LESS_THAN_OR_EQUAL_TO",N/A
Enum Value,PRESENT,The input value needs to be blank.,"Type: , Enum Value: PRESENT",N/A
Enum Value,TOO_SHORT,The input value is too short.,"Type: , Enum Value: TOO_SHORT",N/A
Enum Value,TOO_LONG,The input value is too long.,"Type: , Enum Value: TOO_LONG",N/A
Enum Value,INVALID_VALUE,The value is invalid for metafield type or for definition options.,"Type: , Enum Value: INVALID_VALUE",N/A
Enum Value,INVALID_TYPE,The type is invalid.,"Type: , Enum Value: INVALID_TYPE",N/A
Enum Value,APP_NOT_AUTHORIZED,ApiPermission metafields can only be created or updated by the app owner.,"Type: , Enum Value: APP_NOT_AUTHORIZED",N/A
Type,,Provides an object instance represented by a MetaobjectDefinition.,Type: ,N/A
Field,capabilities,Metaobject capabilities for this Metaobject.,"Type: , Field: capabilities",#<GraphQL::Schema::NonNull:0x0000000106a36158>
Field,createdBy,The app used to create the object.,"Type: , Field: createdBy",#<GraphQL::Schema::NonNull:0x00000001047d75a8>
Field,definition,The MetaobjectDefinition that models this object type.,"Type: , Field: definition",#<GraphQL::Schema::NonNull:0x0000000106a36068>
Field,displayName,The preferred display name field value of the metaobject.,"Type: , Field: displayName",#<GraphQL::Schema::NonNull:0x00000001047d6bd0>
Field,field,"The field for an object key, or null if the key has no field definition.","Type: , Field: field",#<Class:0x0000000106398170>
Argument,key,The metaobject key to access.,"Type: , Field: field, Argument: key",#<GraphQL::Schema::NonNull:0x00000001047d6298>
Field,fields,All ordered fields of the metaobject with their definitions and values.,"Type: , Field: fields",#<GraphQL::Schema::NonNull:0x0000000106a35f00>
Field,handle,"The unique handle of the object, useful as a custom ID.","Type: , Field: handle",#<GraphQL::Schema::NonNull:0x00000001047d5dc0>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x00000001047d5b68>
Field,referencedBy,List of back references metafields that belong to the resource.,"Type: , Field: referencedBy",#<GraphQL::Schema::NonNull:0x00000001047d58e8>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: referencedBy, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: referencedBy, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: referencedBy, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: referencedBy, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: referencedBy, Argument: reverse",GraphQL::Types::Boolean
Field,staffMember,The staff member who created the metaobject.,"Type: , Field: staffMember",#<Class:0x000000010651ebc0>
Field,type,The type of the metaobject.,"Type: , Field: type",#<GraphQL::Schema::NonNull:0x00000001047d3278>
Field,updatedAt,When the object was last updated.,"Type: , Field: updatedAt",#<GraphQL::Schema::NonNull:0x00000001047d2fd0>
Type,,Provides metaobject definition's access configuration.,Type: ,N/A
Field,admin,"Access configuration for Admin API surface areas, including the GraphQL Admin API.
","Type: , Field: admin",#<GraphQL::Schema::NonNull:0x0000000106a35a50>
Field,storefront,"Access configuration for Storefront surface areas, including the GraphQL Storefront API and Liquid.
","Type: , Field: storefront",#<GraphQL::Schema::NonNull:0x0000000106a35960>
Type,,The input fields for configuring metaobject access controls.,Type: ,N/A
Type,,Defines how the metaobjects of a definition can be accessed in admin API surface areas.,Type: ,N/A
Enum Value,PRIVATE,"Only the application that owns a metaobject can read and write to it.
","Type: , Enum Value: PRIVATE",N/A
Enum Value,MERCHANT_READ,"Applications that act on behalf of merchants can read metaobjects.
Only the owning application can write metaobjects.
","Type: , Enum Value: MERCHANT_READ",N/A
Enum Value,MERCHANT_READ_WRITE,"The owning application, as well as applications that act on behalf of merchants can read and write metaobjects.
No other applications can read or write metaobjects.
","Type: , Enum Value: MERCHANT_READ_WRITE",N/A
Enum Value,PUBLIC_READ,"All applications with the `metaobjects` access scope can read metaobjects.
Only the owning application can write metaobjects.
","Type: , Enum Value: PUBLIC_READ",N/A
Enum Value,PUBLIC_READ_WRITE,"All applications with the `metaobjects` access scope can read and write metaobjects.
","Type: , Enum Value: PUBLIC_READ_WRITE",N/A
Type,,Return type for `metaobjectBulkDelete` mutation.,Type: ,N/A
Field,job,The asynchronous job that deletes the metaobjects.,"Type: , Field: job",#<Class:0x0000000105c9a148>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x0000000106a35730>
Type,,"Specifies the condition by which metaobjects are deleted.
Exactly one field of input is required.
",Type: ,N/A
Type,,Provides the capabilities of a metaobject definition.,Type: ,N/A
Field,publishable,Indicate whether a metaobject definition is publishable.,"Type: , Field: publishable",#<GraphQL::Schema::NonNull:0x0000000106a35668>
Field,translatable,Indicate whether a metaobject definition is translatable.,"Type: , Field: translatable",#<GraphQL::Schema::NonNull:0x0000000106a35578>
Type,,The publishable capability of a metaobject definition.,Type: ,N/A
Field,enabled,Indicates if the capability is enabled.,"Type: , Field: enabled",#<GraphQL::Schema::NonNull:0x0000000104c7ace0>
Type,,The translatable capability of a metaobject definition.,Type: ,N/A
Field,enabled,Indicates if the capability is enabled.,"Type: , Field: enabled",#<GraphQL::Schema::NonNull:0x0000000104c7a100>
Type,,The input fields for creating a metaobject capability.,Type: ,N/A
Type,,Provides the capabilities of a metaobject.,Type: ,N/A
Field,publishable,The publishable capability for this metaobject.,"Type: , Field: publishable",#<Class:0x0000000105af35d8>
Type,,The input fields for metaobject capabilities.,Type: ,N/A
Type,,The publishable capability for the parent metaobject.,Type: ,N/A
Field,status,The visibility status of this metaobject across all channels.,"Type: , Field: status",#<GraphQL::Schema::NonNull:0x0000000106a35370>
Type,,The input fields for publishable capability to adjust visibility on channels.,Type: ,N/A
Type,,The input fields for enabling and disabling the publishable capability.,Type: ,N/A
Type,,The input fields for enabling and disabling the translatable capability.,Type: ,N/A
Type,,The input fields for updating a metaobject capability.,Type: ,N/A
Type,,"An auto-generated type for paginating through multiple Metaobjects.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x0000000106a351b8>
Field,nodes,A list of the nodes contained in MetaobjectEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x0000000104c3d4a8>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001068f6888>
Type,,The input fields for creating a metaobject.,Type: ,N/A
Type,,Return type for `metaobjectCreate` mutation.,Type: ,N/A
Field,metaobject,The created metaobject.,"Type: , Field: metaobject",#<Class:0x0000000105afbcd8>
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors",#<GraphQL::Schema::NonNull:0x0000000106a35730>
Type,,Provides the definition of a generic object structure composed of metafields.,Type: ,N/A
Field,access,Access configuration for the metaobject definition.,"Type: , Field: access",#<GraphQL::Schema::NonNull:0x0000000104c36630>
Field,capabilities,The capabilities of the metaobject definition.,"Type: , Field: capabilities",#<GraphQL::Schema::NonNull:0x0000000104c35dc0>
Field,description,The administrative description.,"Type: , Field: description",GraphQL::Types::String
Field,displayNameKey,The key of a field to reference as the display name for each object.,"Type: , Field: displayNameKey",GraphQL::Types::String
Field,fieldDefinitions,The fields defined for this object type.,"Type: , Field: fieldDefinitions",#<GraphQL::Schema::NonNull:0x0000000106a34ee8>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000104c34010>
Field,metaobjects,A paginated connection to the metaobjects associated with the definition.,"Type: , Field: metaobjects",#<GraphQL::Schema::NonNull:0x0000000104c33a20>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metaobjects, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metaobjects, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metaobjects, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metaobjects, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metaobjects, Argument: reverse",GraphQL::Types::Boolean
Field,metaobjectsCount,The count of metaobjects created for the definition.,"Type: , Field: metaobjectsCount",#<GraphQL::Schema::NonNull:0x0000000104c314a0>
Field,name,The human-readable name.,"Type: , Field: name",#<GraphQL::Schema::NonNull:0x0000000104c30cf8>
Field,type,The type of the object definition. Defines the namespace of associated metafields.,"Type: , Field: type",#<GraphQL::Schema::NonNull:0x0000000104c30848>
Type,,"An auto-generated type for paginating through multiple MetaobjectDefinitions.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x0000000106a349e8>
